BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;12.04.2000;Индекс МосБиржи;Индекс МосБиржи;248,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.04.2000;Индекс МосБиржи;Индекс МосБиржи;243,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.04.2000;Индекс МосБиржи;Индекс МосБиржи;245,87;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.04.2000;Индекс МосБиржи;Индекс МосБиржи;226,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.04.2000;Индекс МосБиржи;Индекс МосБиржи;227,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.04.2000;Индекс МосБиржи;Индекс МосБиржи;226,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.04.2000;Индекс МосБиржи;Индекс МосБиржи;226,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.04.2000;Индекс МосБиржи;Индекс МосБиржи;230,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.04.2000;Индекс МосБиржи;Индекс МосБиржи;225,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.04.2000;Индекс МосБиржи;Индекс МосБиржи;227,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.04.2000;Индекс МосБиржи;Индекс МосБиржи;237,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.04.2000;Индекс МосБиржи;Индекс МосБиржи;238,62;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.04.2000;Индекс МосБиржи;Индекс МосБиржи;242,85;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.05.2000;Индекс МосБиржи;Индекс МосБиржи;244,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.05.2000;Индекс МосБиржи;Индекс МосБиржи;250,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.05.2000;Индекс МосБиржи;Индекс МосБиржи;249,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.05.2000;Индекс МосБиржи;Индекс МосБиржи;254,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.05.2000;Индекс МосБиржи;Индекс МосБиржи;251,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.05.2000;Индекс МосБиржи;Индекс МосБиржи;244,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.05.2000;Индекс МосБиржи;Индекс МосБиржи;241,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.05.2000;Индекс МосБиржи;Индекс МосБиржи;236,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.05.2000;Индекс МосБиржи;Индекс МосБиржи;239,9;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.05.2000;Индекс МосБиржи;Индекс МосБиржи;235,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.05.2000;Индекс МосБиржи;Индекс МосБиржи;228,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.05.2000;Индекс МосБиржи;Индекс МосБиржи;218,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.05.2000;Индекс МосБиржи;Индекс МосБиржи;210,69;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.05.2000;Индекс МосБиржи;Индекс МосБиржи;201,9;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.05.2000;Индекс МосБиржи;Индекс МосБиржи;190,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.05.2000;Индекс МосБиржи;Индекс МосБиржи;204,83;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.05.2000;Индекс МосБиржи;Индекс МосБиржи;209,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.05.2000;Индекс МосБиржи;Индекс МосБиржи;213,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.05.2000;Индекс МосБиржи;Индекс МосБиржи;213,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.05.2000;Индекс МосБиржи;Индекс МосБиржи;217,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.06.2000;Индекс МосБиржи;Индекс МосБиржи;221,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.06.2000;Индекс МосБиржи;Индекс МосБиржи;224,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.06.2000;Индекс МосБиржи;Индекс МосБиржи;233,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.06.2000;Индекс МосБиржи;Индекс МосБиржи;227,57;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.06.2000;Индекс МосБиржи;Индекс МосБиржи;218,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.06.2000;Индекс МосБиржи;Индекс МосБиржи;228,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.06.2000;Индекс МосБиржи;Индекс МосБиржи;228,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.06.2000;Индекс МосБиржи;Индекс МосБиржи;226,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.06.2000;Индекс МосБиржи;Индекс МосБиржи;218,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.06.2000;Индекс МосБиржи;Индекс МосБиржи;221,31;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.06.2000;Индекс МосБиржи;Индекс МосБиржи;223,08;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.06.2000;Индекс МосБиржи;Индекс МосБиржи;218,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.06.2000;Индекс МосБиржи;Индекс МосБиржи;215,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.06.2000;Индекс МосБиржи;Индекс МосБиржи;204,15;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.06.2000;Индекс МосБиржи;Индекс МосБиржи;206,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.06.2000;Индекс МосБиржи;Индекс МосБиржи;207,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.06.2000;Индекс МосБиржи;Индекс МосБиржи;206,52;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.06.2000;Индекс МосБиржи;Индекс МосБиржи;200,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.06.2000;Индекс МосБиржи;Индекс МосБиржи;195,81;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.06.2000;Индекс МосБиржи;Индекс МосБиржи;189,57;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.06.2000;Индекс МосБиржи;Индекс МосБиржи;194,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.07.2000;Индекс МосБиржи;Индекс МосБиржи;199,13;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.07.2000;Индекс МосБиржи;Индекс МосБиржи;193,69;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.07.2000;Индекс МосБиржи;Индекс МосБиржи;188,68;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.07.2000;Индекс МосБиржи;Индекс МосБиржи;188,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.07.2000;Индекс МосБиржи;Индекс МосБиржи;199,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.07.2000;Индекс МосБиржи;Индекс МосБиржи;199,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.07.2000;Индекс МосБиржи;Индекс МосБиржи;189,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.07.2000;Индекс МосБиржи;Индекс МосБиржи;193,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.07.2000;Индекс МосБиржи;Индекс МосБиржи;198,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.07.2000;Индекс МосБиржи;Индекс МосБиржи;194,18;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.07.2000;Индекс МосБиржи;Индекс МосБиржи;197,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.07.2000;Индекс МосБиржи;Индекс МосБиржи;194,99;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.07.2000;Индекс МосБиржи;Индекс МосБиржи;194,99;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.07.2000;Индекс МосБиржи;Индекс МосБиржи;194,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.07.2000;Индекс МосБиржи;Индекс МосБиржи;197,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.07.2000;Индекс МосБиржи;Индекс МосБиржи;195,15;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.07.2000;Индекс МосБиржи;Индекс МосБиржи;194,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.07.2000;Индекс МосБиржи;Индекс МосБиржи;192,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.07.2000;Индекс МосБиржи;Индекс МосБиржи;191,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.07.2000;Индекс МосБиржи;Индекс МосБиржи;197,62;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.07.2000;Индекс МосБиржи;Индекс МосБиржи;200,22;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.08.2000;Индекс МосБиржи;Индекс МосБиржи;209,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.08.2000;Индекс МосБиржи;Индекс МосБиржи;210,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.08.2000;Индекс МосБиржи;Индекс МосБиржи;215,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.08.2000;Индекс МосБиржи;Индекс МосБиржи;218,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.08.2000;Индекс МосБиржи;Индекс МосБиржи;221,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.08.2000;Индекс МосБиржи;Индекс МосБиржи;218,81;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.08.2000;Индекс МосБиржи;Индекс МосБиржи;224,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.08.2000;Индекс МосБиржи;Индекс МосБиржи;225,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.08.2000;Индекс МосБиржи;Индекс МосБиржи;229,14;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.08.2000;Индекс МосБиржи;Индекс МосБиржи;234,17;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.08.2000;Индекс МосБиржи;Индекс МосБиржи;235;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.08.2000;Индекс МосБиржи;Индекс МосБиржи;234,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.08.2000;Индекс МосБиржи;Индекс МосБиржи;230,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.08.2000;Индекс МосБиржи;Индекс МосБиржи;229,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.08.2000;Индекс МосБиржи;Индекс МосБиржи;225,48;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.08.2000;Индекс МосБиржи;Индекс МосБиржи;229,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.08.2000;Индекс МосБиржи;Индекс МосБиржи;231,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.08.2000;Индекс МосБиржи;Индекс МосБиржи;235,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.08.2000;Индекс МосБиржи;Индекс МосБиржи;242,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.08.2000;Индекс МосБиржи;Индекс МосБиржи;239,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.08.2000;Индекс МосБиржи;Индекс МосБиржи;245,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.08.2000;Индекс МосБиржи;Индекс МосБиржи;243,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.08.2000;Индекс МосБиржи;Индекс МосБиржи;239,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.09.2000;Индекс МосБиржи;Индекс МосБиржи;237,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.09.2000;Индекс МосБиржи;Индекс МосБиржи;236,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.09.2000;Индекс МосБиржи;Индекс МосБиржи;241,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.09.2000;Индекс МосБиржи;Индекс МосБиржи;241,43;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.09.2000;Индекс МосБиржи;Индекс МосБиржи;238,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.09.2000;Индекс МосБиржи;Индекс МосБиржи;231,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.09.2000;Индекс МосБиржи;Индекс МосБиржи;224,31;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.09.2000;Индекс МосБиржи;Индекс МосБиржи;225,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.09.2000;Индекс МосБиржи;Индекс МосБиржи;221,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.09.2000;Индекс МосБиржи;Индекс МосБиржи;214,78;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.09.2000;Индекс МосБиржи;Индекс МосБиржи;215,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.09.2000;Индекс МосБиржи;Индекс МосБиржи;203,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.09.2000;Индекс МосБиржи;Индекс МосБиржи;200,25;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.09.2000;Индекс МосБиржи;Индекс МосБиржи;202,17;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.09.2000;Индекс МосБиржи;Индекс МосБиржи;199,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.09.2000;Индекс МосБиржи;Индекс МосБиржи;189,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.09.2000;Индекс МосБиржи;Индекс МосБиржи;198,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.09.2000;Индекс МосБиржи;Индекс МосБиржи;200,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.09.2000;Индекс МосБиржи;Индекс МосБиржи;204;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.09.2000;Индекс МосБиржи;Индекс МосБиржи;203,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.09.2000;Индекс МосБиржи;Индекс МосБиржи;204,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.10.2000;Индекс МосБиржи;Индекс МосБиржи;207,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.10.2000;Индекс МосБиржи;Индекс МосБиржи;214,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.10.2000;Индекс МосБиржи;Индекс МосБиржи;211,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.10.2000;Индекс МосБиржи;Индекс МосБиржи;206,02;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.10.2000;Индекс МосБиржи;Индекс МосБиржи;201,5;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.10.2000;Индекс МосБиржи;Индекс МосБиржи;198,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.10.2000;Индекс МосБиржи;Индекс МосБиржи;200,48;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.10.2000;Индекс МосБиржи;Индекс МосБиржи;193,08;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.10.2000;Индекс МосБиржи;Индекс МосБиржи;192,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.10.2000;Индекс МосБиржи;Индекс МосБиржи;190,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.10.2000;Индекс МосБиржи;Индекс МосБиржи;201,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.10.2000;Индекс МосБиржи;Индекс МосБиржи;201,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.10.2000;Индекс МосБиржи;Индекс МосБиржи;194,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.10.2000;Индекс МосБиржи;Индекс МосБиржи;197,22;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.10.2000;Индекс МосБиржи;Индекс МосБиржи;204,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.10.2000;Индекс МосБиржи;Индекс МосБиржи;203,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.10.2000;Индекс МосБиржи;Индекс МосБиржи;202,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.10.2000;Индекс МосБиржи;Индекс МосБиржи;197,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.10.2000;Индекс МосБиржи;Индекс МосБиржи;194,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.10.2000;Индекс МосБиржи;Индекс МосБиржи;195,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.10.2000;Индекс МосБиржи;Индекс МосБиржи;192,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.10.2000;Индекс МосБиржи;Индекс МосБиржи;192,22;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.11.2000;Индекс МосБиржи;Индекс МосБиржи;199,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.11.2000;Индекс МосБиржи;Индекс МосБиржи;196,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.11.2000;Индекс МосБиржи;Индекс МосБиржи;196,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.11.2000;Индекс МосБиржи;Индекс МосБиржи;191,07;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.11.2000;Индекс МосБиржи;Индекс МосБиржи;184,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.11.2000;Индекс МосБиржи;Индекс МосБиржи;178,52;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.11.2000;Индекс МосБиржи;Индекс МосБиржи;178,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.11.2000;Индекс МосБиржи;Индекс МосБиржи;174,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.11.2000;Индекс МосБиржи;Индекс МосБиржи;179,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.11.2000;Индекс МосБиржи;Индекс МосБиржи;178,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.11.2000;Индекс МосБиржи;Индекс МосБиржи;176,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.11.2000;Индекс МосБиржи;Индекс МосБиржи;178,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.11.2000;Индекс МосБиржи;Индекс МосБиржи;174,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.11.2000;Индекс МосБиржи;Индекс МосБиржи;173,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.11.2000;Индекс МосБиржи;Индекс МосБиржи;166,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.11.2000;Индекс МосБиржи;Индекс МосБиржи;165,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.11.2000;Индекс МосБиржи;Индекс МосБиржи;167;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.11.2000;Индекс МосБиржи;Индекс МосБиржи;171,25;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.11.2000;Индекс МосБиржи;Индекс МосБиржи;165,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.11.2000;Индекс МосБиржи;Индекс МосБиржи;160,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.11.2000;Индекс МосБиржи;Индекс МосБиржи;149,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.12.2000;Индекс МосБиржи;Индекс МосБиржи;142,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.12.2000;Индекс МосБиржи;Индекс МосБиржи;141,71;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.12.2000;Индекс МосБиржи;Индекс МосБиржи;151,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.12.2000;Индекс МосБиржи;Индекс МосБиржи;161,25;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.12.2000;Индекс МосБиржи;Индекс МосБиржи;153,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.12.2000;Индекс МосБиржи;Индекс МосБиржи;157,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.12.2000;Индекс МосБиржи;Индекс МосБиржи;157,76;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.12.2000;Индекс МосБиржи;Индекс МосБиржи;159,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.12.2000;Индекс МосБиржи;Индекс МосБиржи;151,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.12.2000;Индекс МосБиржи;Индекс МосБиржи;138,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.12.2000;Индекс МосБиржи;Индекс МосБиржи;139,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.12.2000;Индекс МосБиржи;Индекс МосБиржи;139,13;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.12.2000;Индекс МосБиржи;Индекс МосБиржи;135,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.12.2000;Индекс МосБиржи;Индекс МосБиржи;130,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.12.2000;Индекс МосБиржи;Индекс МосБиржи;136,13;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.12.2000;Индекс МосБиржи;Индекс МосБиржи;141,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.12.2000;Индекс МосБиржи;Индекс МосБиржи;142,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.12.2000;Индекс МосБиржи;Индекс МосБиржи;142,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.12.2000;Индекс МосБиржи;Индекс МосБиржи;144,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.01.2001;Индекс МосБиржи;Индекс МосБиржи;135,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.01.2001;Индекс МосБиржи;Индекс МосБиржи;145,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.01.2001;Индекс МосБиржи;Индекс МосБиржи;148,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.01.2001;Индекс МосБиржи;Индекс МосБиржи;150,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.01.2001;Индекс МосБиржи;Индекс МосБиржи;159,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.01.2001;Индекс МосБиржи;Индекс МосБиржи;160,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.01.2001;Индекс МосБиржи;Индекс МосБиржи;163,12;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.01.2001;Индекс МосБиржи;Индекс МосБиржи;163,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.01.2001;Индекс МосБиржи;Индекс МосБиржи;165,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.01.2001;Индекс МосБиржи;Индекс МосБиржи;169,76;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.01.2001;Индекс МосБиржи;Индекс МосБиржи;171,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.01.2001;Индекс МосБиржи;Индекс МосБиржи;174,9;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.01.2001;Индекс МосБиржи;Индекс МосБиржи;166,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.01.2001;Индекс МосБиржи;Индекс МосБиржи;168,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.01.2001;Индекс МосБиржи;Индекс МосБиржи;174,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.01.2001;Индекс МосБиржи;Индекс МосБиржи;176,92;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.01.2001;Индекс МосБиржи;Индекс МосБиржи;176,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.01.2001;Индекс МосБиржи;Индекс МосБиржи;169,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.01.2001;Индекс МосБиржи;Индекс МосБиржи;167,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.01.2001;Индекс МосБиржи;Индекс МосБиржи;167,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.02.2001;Индекс МосБиржи;Индекс МосБиржи;165,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.02.2001;Индекс МосБиржи;Индекс МосБиржи;165,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.02.2001;Индекс МосБиржи;Индекс МосБиржи;162,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.02.2001;Индекс МосБиржи;Индекс МосБиржи;165,28;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.02.2001;Индекс МосБиржи;Индекс МосБиржи;163,87;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.02.2001;Индекс МосБиржи;Индекс МосБиржи;166,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.02.2001;Индекс МосБиржи;Индекс МосБиржи;166,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.02.2001;Индекс МосБиржи;Индекс МосБиржи;166,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.02.2001;Индекс МосБиржи;Индекс МосБиржи;171,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.02.2001;Индекс МосБиржи;Индекс МосБиржи;174,15;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.02.2001;Индекс МосБиржи;Индекс МосБиржи;180,64;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.02.2001;Индекс МосБиржи;Индекс МосБиржи;183,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.02.2001;Индекс МосБиржи;Индекс МосБиржи;173,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.02.2001;Индекс МосБиржи;Индекс МосБиржи;172,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.02.2001;Индекс МосБиржи;Индекс МосБиржи;159,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.02.2001;Индекс МосБиржи;Индекс МосБиржи;161,17;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.02.2001;Индекс МосБиржи;Индекс МосБиржи;160,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.02.2001;Индекс МосБиржи;Индекс МосБиржи;162,48;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.02.2001;Индекс МосБиржи;Индекс МосБиржи;161,41;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.02.2001;Индекс МосБиржи;Индекс МосБиржи;158,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.03.2001;Индекс МосБиржи;Индекс МосБиржи;155,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.03.2001;Индекс МосБиржи;Индекс МосБиржи;157,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.03.2001;Индекс МосБиржи;Индекс МосБиржи;160,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.03.2001;Индекс МосБиржи;Индекс МосБиржи;171,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.03.2001;Индекс МосБиржи;Индекс МосБиржи;172;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.03.2001;Индекс МосБиржи;Индекс МосБиржи;171,16;;;;;;;2;;RUB;;3;
